Provider,PotentialFraud,Age,NumPhysiciansSeen,NumProcedures,NumDiagnosisClaims,InscClaimAmtReimbursed,DeductibleAmtPaid,NoOfMonths_PartACov,NoOfMonths_PartBCov,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke
PRV57025,True,73.46938775510205,1.183673469387755,0.22448979591836735,4.714285714285714,2951.8367346938776,370.53061224489795,12.0,11.877551020408163,7520.408163265306,850.0408163265306,1462.857142857143,465.1020408163265,26,28,24,9,15,24,35,36,18,16,4
PRV57030,True,73.0701754385965,1.087719298245614,0.22807017543859648,4.7368421052631575,3593.157894736842,301.5438596491228,12.0,12.0,6638.771929824561,599.578947368421,2747.5438596491226,671.4035087719299,21,32,21,3,21,25,42,46,19,22,4
PRV57031,False,75.67105263157895,1.0394736842105263,0.08552631578947369,3.401315789473684,1339.4736842105262,107.63157894736842,12.0,12.0,4975.1973684210525,503.6842105263158,2508.6184210526317,625.4605263157895,67,91,66,27,47,66,108,110,51,45,16
PRV57033,False,72.56603773584905,1.0943396226415094,0.16981132075471697,5.018867924528302,4100.566037735849,344.8301886792453,12.0,12.0,8092.641509433963,1002.9433962264151,1862.4528301886792,503.20754716981133,21,33,26,13,22,23,33,45,16,18,5
PRV57034,False,73.171875,1.203125,0.21875,4.75,3064.53125,340.95238095238096,12.0,12.0,6728.75,948.0,2300.78125,568.125,29,40,26,11,20,36,48,54,18,19,7
PRV57036,False,70.05,1.4,0.0,3.35,435.0,0.0,12.0,12.0,4785.0,480.6,2873.5,833.0,9,14,7,3,7,10,13,16,6,5,2
PRV57038,False,74.45454545454545,1.303030303030303,0.0,2.757575757575758,191.21212121212122,2.727272727272727,11.636363636363637,12.0,1649.3939393939395,258.90909090909093,2721.5151515151515,725.4545454545455,14,20,12,4,5,14,25,22,16,10,5
PRV57039,False,83.0,1.2,0.0,1.6,182.0,0.0,12.0,12.0,0.0,0.0,802.0,398.0,3,4,0,0,2,0,4,5,0,2,0
PRV57041,False,76.8076923076923,1.0,0.0,2.576923076923077,198.84615384615384,0.0,11.538461538461538,11.923076923076923,2860.0,205.3846153846154,1641.5384615384614,462.3076923076923,12,14,6,4,5,6,13,21,2,6,4
PRV57043,False,58.0,1.0,0.0,2.0,50.0,0.0,12.0,12.0,0.0,0.0,8250.0,2900.0,1,1,1,0,0,0,0,1,0,0,0
PRV57046,False,68.16494845360825,1.0309278350515463,0.0,2.8762886597938144,296.8041237113402,2.6804123711340204,12.0,12.0,2169.4845360824743,374.35051546391753,1748.4536082474226,495.77319587628864,27,48,30,18,21,51,55,67,38,16,10
PRV57047,False,68.1875,1.0,0.0,2.875,258.125,10.625,12.0,12.0,7131.25,400.5,1858.75,490.625,4,9,7,3,7,7,12,9,2,5,0
PRV57048,False,66.0,1.2,0.0,3.2,44.0,0.0,12.0,12.0,0.0,0.0,1416.0,246.0,0,5,1,1,2,2,3,5,1,0,0
PRV57049,True,72.81818181818181,1.5,0.7272727272727273,7.590909090909091,12116.363636363636,873.8181818181819,12.0,12.0,19191.363636363636,1955.090909090909,2413.6363636363635,615.0,11,14,10,7,6,11,14,19,10,8,3
PRV57051,False,71.33333333333333,1.0,0.0,4.0,490.0,0.0,12.0,12.0,8000.0,356.0,4900.0,943.3333333333334,0,1,2,0,0,1,3,2,2,1,0
PRV57052,False,78.3076923076923,1.3076923076923077,0.0,3.076923076923077,593.8461538461538,3.076923076923077,12.0,12.0,2384.6153846153848,246.46153846153845,1615.3846153846155,713.8461538461538,6,9,8,3,5,5,8,12,5,5,0
PRV57053,False,73.0,1.391304347826087,0.0,2.782608695652174,495.6521739130435,0.0,12.0,12.0,4062.608695652174,464.3478260869565,3426.9565217391305,600.8695652173913,1,11,7,2,7,11,13,15,2,6,0
PRV57054,False,74.03703703703704,1.0,0.0,3.3333333333333335,192.22222222222223,1.4814814814814814,12.0,12.0,7067.037037037037,593.3333333333334,2185.185185185185,642.2222222222222,17,18,8,3,8,15,23,27,7,6,7
PRV57056,False,78.1,1.0,0.0,2.4,125.0,0.0,12.0,12.0,2209.0,427.2,1890.0,463.0,6,5,6,3,4,5,6,7,2,2,1
PRV57057,False,61.69230769230769,1.3076923076923077,0.0,2.3076923076923075,406.15384615384613,8.846153846153847,12.0,12.0,1619.6153846153845,205.3846153846154,2108.076923076923,730.7692307692307,12,18,7,2,3,13,8,8,11,5,0
PRV57058,False,66.24137931034483,1.0,0.0,3.3793103448275863,362.7586206896552,0.0,12.0,12.0,3896.551724137931,478.7586206896552,3953.103448275862,944.8275862068965,16,15,17,6,12,21,27,24,16,20,0
PRV57059,False,72.66666666666667,1.0,0.0,1.7777777777777777,472.22222222222223,17.77777777777778,12.0,12.0,6111.111111111111,593.3333333333334,3443.3333333333335,687.7777777777778,6,5,6,1,6,5,7,7,3,4,1
PRV57061,False,56.0,1.0,0.0,3.0,100.0,0.0,12.0,12.0,7000.0,1068.0,690.0,330.0,1,1,1,0,0,1,0,1,0,1,0
PRV57062,False,78.17241379310344,1.0517241379310345,0.0,2.586206896551724,276.2068965517241,1.0344827586206897,12.0,11.89655172413793,3965.862068965517,453.3103448275862,2229.8275862068967,745.5172413793103,23,41,24,12,17,25,38,44,17,28,10
PRV57063,False,72.0,1.0,0.0,4.0,40.0,0.0,12.0,12.0,0.0,0.0,890.0,40.0,0,0,0,0,0,0,1,1,1,0,0
PRV57067,False,72.94444444444444,1.1111111111111112,0.0,2.611111111111111,169.44444444444446,8.333333333333334,12.0,12.0,393.3333333333333,118.66666666666667,1687.2222222222222,661.6666666666666,9,12,6,1,6,11,13,14,6,5,3
PRV57069,False,70.0,1.0,0.0,8.5,2000.0,1068.0,12.0,12.0,27800.0,2136.0,1360.0,715.0,1,1,0,0,1,1,2,2,0,0,0
PRV57072,False,69.25,1.5,1.0,9.25,7500.0,1068.0,12.0,12.0,16005.0,1602.0,2692.5,592.5,2,4,3,0,2,4,4,3,2,2,2
PRV57073,False,72.3,1.0,0.6,9.2,10800.0,1068.0,12.0,12.0,15672.0,2029.2,1153.0,386.0,6,9,8,0,5,8,10,7,3,5,1
PRV57074,False,83.71428571428571,1.7142857142857142,0.7142857142857143,8.571428571428571,8428.57142857143,1068.0,12.0,12.0,13400.0,1373.142857142857,5017.142857142857,1454.2857142857142,5,6,5,1,2,4,6,4,2,2,1
PRV57075,False,72.0,1.0,0.5,10.0,8000.0,1068.0,12.0,12.0,27545.0,2136.0,2270.0,250.0,2,2,2,1,2,1,2,2,0,1,0
PRV57076,False,68.5,1.0,1.0,10.0,5000.0,1068.0,12.0,12.0,8000.0,1068.0,770.0,560.0,1,1,1,0,1,1,1,2,0,1,0
PRV57077,False,67.33333333333333,1.0,1.0,9.333333333333334,9666.666666666666,1068.0,12.0,12.0,46400.0,5340.0,16626.666666666668,3523.3333333333335,3,3,3,1,3,1,3,3,2,2,3
PRV57078,False,78.6,1.3,0.8,8.8,7500.0,1068.0,12.0,12.0,12380.0,1708.8,2129.0,425.0,2,7,6,2,3,3,6,8,4,3,0
PRV57080,False,81.0,1.0,1.0,10.0,57000.0,1068.0,12.0,12.0,96000.0,11204.0,1140.0,480.0,1,1,1,0,1,0,1,1,0,1,1
PRV57081,False,75.45945945945945,1.5675675675675675,0.5405405405405406,8.486486486486486,11189.18918918919,1068.0,12.0,12.0,17149.45945945946,1703.027027027027,1304.054054054054,316.7567567567568,14,28,23,6,19,23,34,30,12,17,7
PRV57082,False,72.4,1.0,1.0,9.2,20000.0,1068.0,9.6,12.0,25060.0,1708.8,862.0,168.0,1,4,1,0,1,4,4,5,2,2,1
PRV57084,False,79.5,1.0,0.875,8.5,7755.0,934.5,12.0,12.0,12533.75,1602.0,616.25,188.75,4,7,3,2,6,3,6,5,1,2,1
PRV57085,False,74.8,1.0,0.8,9.6,8400.0,1068.0,12.0,12.0,23490.0,2563.2,1226.0,372.0,2,4,4,1,3,3,5,5,1,2,1
PRV57086,False,78.33333333333333,1.0,1.1666666666666667,9.5,8833.333333333334,1068.0,12.0,12.0,12203.333333333334,1424.0,1383.3333333333333,258.3333333333333,3,5,3,1,1,4,5,5,2,1,1
PRV57087,False,77.5,1.0,0.5,10.25,7750.0,1068.0,12.0,12.0,8537.5,1335.0,1365.0,270.0,1,3,2,0,1,1,2,4,1,2,1
PRV57088,False,72.3,1.1,0.6,7.0,5059.0,640.8,12.0,12.0,18121.0,1281.6,4627.0,1397.0,6,9,7,3,6,6,7,8,4,3,2
PRV57089,False,75.33333333333333,1.6666666666666667,1.0,9.333333333333334,7000.0,1068.0,12.0,12.0,18186.666666666668,3113.3333333333335,2796.6666666666665,676.6666666666666,1,1,1,0,1,1,3,3,2,1,2
PRV57091,False,78.5,1.25,0.25,9.75,11500.0,1068.0,12.0,12.0,19500.0,1602.0,1247.5,317.5,3,4,3,0,2,3,3,2,1,1,2
PRV57092,False,80.0,1.0,0.0,9.5,3500.0,1068.0,12.0,12.0,27025.0,2670.0,6015.0,930.0,1,2,1,0,1,0,1,2,0,1,1
PRV57093,False,75.0,1.0,0.0,11.0,5000.0,1068.0,12.0,12.0,12000.0,2136.0,2320.0,910.0,0,1,0,1,1,1,1,1,1,1,0
PRV57094,False,82.33333333333333,1.0,0.3333333333333333,9.666666666666666,16000.0,1068.0,12.0,12.0,31783.333333333332,2136.0,1826.6666666666667,663.3333333333334,2,3,2,0,1,2,2,2,0,1,1
PRV57096,True,73.63636363636364,1.1818181818181819,1.0,8.0,14545.454545454546,1068.0,12.0,12.0,17307.272727272728,1456.3636363636363,1001.8181818181819,319.09090909090907,6,8,5,0,5,6,9,7,4,4,0
PRV57097,False,74.66666666666667,1.0,0.3333333333333333,8.0,7000.0,1068.0,12.0,12.0,10816.666666666666,2136.0,1256.6666666666667,646.6666666666666,0,3,3,0,2,2,3,2,1,2,1
PRV57098,False,75.53061224489795,1.653061224489796,0.7142857142857143,8.918367346938776,10000.0,1068.0,12.0,12.0,14385.918367346938,1416.734693877551,1351.4285714285713,386.9387755102041,27,35,26,5,28,26,35,39,12,13,6
PRV57099,False,69.71428571428571,1.0714285714285714,0.0,2.4285714285714284,460.0,0.7142857142857143,12.0,12.0,4612.857142857143,1231.7142857142858,2264.285714285714,622.1428571428571,7,7,6,3,3,7,10,13,8,7,0
PRV57100,False,78.12,1.28,0.0,2.2,303.2,2.4,12.0,12.0,1064.4,170.88,1681.2,732.4,9,13,7,5,3,6,12,16,10,1,1
PRV57101,False,71.8212927756654,1.414448669201521,0.08745247148288973,3.5665399239543727,1405.6273764258556,119.2442748091603,11.863117870722434,11.908745247148289,4283.346007604563,494.1444866920152,2965.171102661597,801.9011406844106,87,152,103,36,70,97,177,192,73,69,28
PRV57102,False,73.9375,1.375,0.3125,4.5625,3965.625,267.0,12.0,12.0,7155.625,784.0,1603.75,360.625,7,6,8,4,6,7,13,11,6,10,1
PRV57103,True,72.03123474865788,1.2928257686676428,0.01171303074670571,2.9023914104441193,435.71010248901905,17.16544655929722,11.853587115666178,11.874084919472914,3959.194729136164,430.7798926305515,2295.97364568082,600.0976085895559,711,1180,775,279,588,848,1359,1483,662,714,172
PRV57104,True,69.31111111111112,1.0814814814814815,0.07407407407407407,3.1037037037037036,1197.2592592592594,73.97014925373135,11.911111111111111,12.0,4963.111111111111,602.1037037037037,1458.8148148148148,421.25925925925924,43,77,57,13,41,66,109,95,26,61,17
PRV57105,False,71.75,1.0,0.0,2.5,135.0,0.0,12.0,12.0,0.0,534.0,2117.5,1027.5,0,4,1,1,1,4,3,4,2,3,0
PRV57107,False,72.76923076923077,1.1538461538461537,0.0,2.1538461538461537,416.15384615384613,0.0,12.0,11.076923076923077,8430.76923076923,492.9230769230769,1765.3846153846155,640.7692307692307,6,8,3,2,5,5,10,5,5,3,2
PRV57108,False,78.14285714285714,1.3673469387755102,0.10204081632653061,3.326530612244898,1493.265306122449,111.0204081632653,12.0,12.0,2722.6530612244896,370.53061224489795,2324.8979591836733,601.6326530612245,20,31,20,9,14,18,37,34,16,14,6
PRV57109,False,72.44186046511628,1.4069767441860466,0.06976744186046512,3.0697674418604652,1009.1860465116279,78.0,11.86046511627907,11.965116279069768,5395.813953488372,571.2558139534884,2051.3953488372094,583.0232558139535,31,43,31,13,20,32,59,64,24,24,7
PRV57110,False,78.15789473684211,1.2105263157894737,0.10526315789473684,3.1578947368421053,885.7894736842105,57.26315789473684,11.368421052631579,11.947368421052632,6511.0526315789475,618.3157894736842,1490.0,484.2105263157895,8,15,11,1,4,9,12,16,6,6,2
PRV57112,False,72.10625,1.2375,0.08125,3.65625,1788.875,201.1875,12.0,11.85,5840.375,609.075,2070.0625,565.8125,47,89,62,15,45,71,109,122,55,45,15
PRV57113,False,75.42857142857143,1.7142857142857142,0.5714285714285714,3.857142857142857,4050.0,315.14285714285717,12.0,12.0,7228.571428571428,915.4285714285714,5461.428571428572,1372.857142857143,1,6,4,2,3,4,5,6,0,3,1
PRV57115,False,79.91666666666667,1.25,0.08333333333333333,2.5833333333333335,1170.8333333333333,89.0,12.0,12.0,10166.666666666666,712.0,1424.1666666666667,328.3333333333333,6,7,3,0,2,6,7,8,7,4,1
PRV57116,False,79.14285714285714,1.4285714285714286,0.0,3.4285714285714284,84.28571428571429,0.0,12.0,12.0,4520.0,610.2857142857143,901.4285714285714,117.14285714285714,3,4,4,2,2,4,5,6,2,2,2
PRV57117,True,72.47368421052632,1.4473684210526316,0.23684210526315788,4.863157894736842,2907.2105263157896,377.13684210526316,11.621052631578948,11.757894736842106,6939.368421052632,897.578947368421,1784.2631578947369,511.89473684210526,67,109,83,22,70,72,129,148,68,67,13
PRV57118,False,62.0,1.2307692307692308,0.0,2.8461538461538463,190.76923076923077,3.8461538461538463,12.0,12.0,3307.6923076923076,246.46153846153845,2070.0,454.61538461538464,9,5,4,2,4,4,10,9,3,8,5
PRV57119,False,69.8,1.0,0.0,1.8,266.0,0.0,12.0,12.0,0.0,0.0,2066.0,220.0,2,1,1,0,0,4,4,5,1,3,0
PRV57120,False,73.08333333333333,1.4583333333333333,0.20833333333333334,4.25,3896.875,291.3333333333333,12.0,12.0,7078.541666666667,645.25,1869.7916666666667,542.7083333333334,17,26,16,9,16,22,36,32,16,14,8
PRV57121,False,75.55263157894737,1.3157894736842106,0.02631578947368421,3.210526315789474,933.421052631579,86.94736842105263,12.0,12.0,3873.684210526316,618.3157894736842,2865.2631578947367,698.6842105263158,19,27,25,11,9,24,25,35,10,16,9
PRV57122,False,72.64285714285714,1.0714285714285714,0.07142857142857142,4.428571428571429,724.2857142857143,76.28571428571429,12.0,12.0,3157.1428571428573,610.2857142857143,1310.7142857142858,597.8571428571429,4,9,3,3,6,2,9,13,4,4,1
PRV57124,False,72.8103448275862,1.396551724137931,0.08620689655172414,3.9310344827586206,1843.7931034482758,167.44827586206895,11.862068965517242,12.0,5063.448275862069,569.6551724137931,1869.655172413793,509.3103448275862,28,28,26,13,19,31,41,41,20,18,12
PRV57125,False,72.02702702702703,1.4972972972972973,0.0,2.889189189189189,259.3243243243243,2.135135135135135,11.837837837837839,11.95945945945946,3913.4054054054054,437.15675675675675,1573.3513513513512,392.05405405405406,125,224,142,48,97,141,228,246,98,97,39
PRV57126,False,72.83720930232558,1.6511627906976745,0.16279069767441862,3.9302325581395348,1921.3953488372092,249.30232558139534,12.0,11.976744186046512,2876.279069767442,397.3953488372093,1172.093023255814,322.7906976744186,16,21,13,6,5,11,24,24,6,6,8
PRV57127,False,70.0,1.3636363636363635,0.2727272727272727,5.2727272727272725,3705.909090909091,388.3636363636364,12.0,12.0,11487.727272727272,1064.909090909091,2398.181818181818,631.3636363636364,10,12,13,8,9,11,18,15,7,7,2
PRV57128,False,69.85,1.0333333333333334,0.0,2.466666666666667,335.5,1.0,11.333333333333334,12.0,3381.5,397.6,2739.0,649.6666666666666,17,28,25,10,15,24,39,47,13,10,5
PRV57129,False,71.69148936170212,1.4219858156028369,0.08865248226950355,3.372340425531915,1409.5390070921985,119.13879003558719,11.914893617021276,11.812056737588652,5202.163120567376,585.0780141843971,1980.212765957447,620.3900709219859,109,175,128,53,86,126,202,209,104,97,33
PRV57130,False,81.33333333333333,1.0,0.0,1.6666666666666667,86.66666666666667,0.0,12.0,12.0,0.0,0.0,376.6666666666667,173.33333333333334,0,3,2,0,0,2,2,3,0,0,0
PRV57131,False,84.0,1.0,0.0,1.5,440.0,0.0,12.0,12.0,12000.0,1068.0,2600.0,290.0,0,0,0,0,0,2,0,2,2,2,2
PRV57132,False,73.88888888888889,1.2222222222222223,0.0,4.111111111111111,437.77777777777777,0.0,12.0,12.0,888.8888888888889,237.33333333333334,3165.5555555555557,1145.5555555555557,4,2,4,2,4,2,5,8,4,0,0
PRV57133,False,66.07142857142857,1.1428571428571428,0.0,2.0,117.85714285714286,0.0,12.0,12.0,0.0,0.0,552.1428571428571,293.57142857142856,2,2,2,0,6,8,14,14,2,0,0
PRV57134,False,69.75,1.0,0.0,2.25,179.375,0.0,12.0,12.0,2625.0,267.0,1501.25,375.0,6,7,6,3,4,8,12,10,5,6,4
PRV57136,False,71.65116279069767,1.0,0.0,3.511627906976744,191.62790697674419,0.9302325581395349,12.0,12.0,4586.046511627907,521.5813953488372,1593.7209302325582,425.1162790697674,26,31,20,3,12,24,33,36,27,22,0
PRV57137,False,80.04651162790698,1.372093023255814,0.0,2.7906976744186047,232.32558139534885,1.1627906976744187,12.0,11.720930232558139,2679.0697674418607,322.8837209302326,1305.8139534883721,309.06976744186045,20,27,14,2,6,26,25,34,27,7,2
PRV57138,False,73.83333333333333,1.0,0.0,3.5,580.0,0.0,12.0,12.0,833.3333333333334,178.0,2703.3333333333335,703.3333333333334,3,3,2,1,2,3,5,3,2,1,1
PRV57139,False,67.5625,1.0625,0.0,3.4375,359.375,0.0,12.0,12.0,1625.0,267.0,874.375,305.0,2,6,4,3,3,4,4,10,6,4,0
PRV57140,False,86.0,1.0,0.0,2.5,225.0,0.0,12.0,12.0,0.0,0.0,705.0,355.0,1,0,1,0,0,0,2,2,1,0,0
PRV57141,False,72.17647058823529,1.0,0.8235294117647058,7.529411764705882,10325.29411764706,942.3529411764706,11.294117647058824,11.0,21503.529411764706,1696.235294117647,1981.1764705882354,560.0,10,12,9,1,6,12,13,14,3,3,2
PRV57142,False,79.91666666666667,1.1666666666666667,0.0,2.6666666666666665,564.1666666666666,0.0,12.0,12.0,4729.166666666667,801.0,2454.1666666666665,568.3333333333334,3,6,2,1,1,1,4,8,7,2,0
PRV57143,False,73.0,1.0,0.0,9.0,100.0,0.0,12.0,12.0,0.0,0.0,640.0,250.0,1,0,0,0,0,1,1,1,1,0,0
PRV57144,False,75.375,1.625,0.625,7.875,8750.0,1068.0,12.0,12.0,13930.0,1468.5,745.0,266.25,2,5,3,0,1,4,6,7,1,2,1
PRV57145,False,78.25,1.0,1.0,8.75,17500.0,1068.0,12.0,12.0,35772.5,3187.0,3142.5,507.5,2,4,3,0,3,1,3,4,1,1,0
PRV57146,False,75.88888888888889,1.4444444444444444,0.6666666666666666,8.777777777777779,11444.444444444445,1068.0,12.0,11.555555555555555,17714.444444444445,2017.3333333333333,518.8888888888889,115.55555555555556,4,5,4,1,4,4,8,7,2,1,2
PRV57147,False,67.5,1.3333333333333333,0.0,3.0833333333333335,346.6666666666667,0.0,12.0,11.916666666666666,890.0,267.0,1626.6666666666667,605.8333333333334,2,8,5,1,6,4,10,10,6,6,3
PRV57148,False,71.97590361445783,1.216867469879518,0.13253012048192772,3.7590361445783134,2419.6385542168673,197.10843373493975,12.0,12.0,8607.831325301206,1130.4578313253012,1966.2650602409637,546.5060240963855,45,58,40,13,30,38,64,70,36,19,18
PRV57149,False,72.53146853146853,1.1398601398601398,0.0,2.5174825174825175,191.53846153846155,1.9580419580419581,12.0,11.6993006993007,2363.7762237762236,324.3916083916084,1466.2237762237762,515.6643356643357,58,78,39,15,38,52,86,94,39,38,13
PRV57150,False,76.23493975903614,1.4397590361445782,0.0,3.0843373493975905,223.85542168674698,1.5060240963855422,12.0,12.0,4446.144578313253,435.855421686747,2179.3373493975905,615.1204819277109,62,93,55,28,38,68,113,117,42,38,14
PRV57151,False,72.98058252427184,1.3184466019417476,0.0,2.7436893203883495,328.2135922330097,2.6990291262135924,11.976699029126214,11.978640776699029,4293.747572815534,415.3009708737864,2079.0679611650485,650.4854368932039,239,332,187,44,121,221,363,385,186,195,36
PRV57152,False,74.2325,1.46,0.0025,2.8925,256.2,3.475,11.85,11.925,3928.6,483.17,1782.775,533.65,161,226,153,58,107,166,278,285,133,116,35
PRV57153,False,73.43617021276596,1.4042553191489362,0.0,3.0,315.8510638297872,2.021276595744681,12.0,12.0,3681.9148936170213,587.0212765957447,2562.2340425531916,704.6808510638298,34,54,46,14,26,46,67,71,34,38,7
PRV57154,False,71.5576923076923,1.3269230769230769,0.0,2.980769230769231,281.34615384615387,6.153846153846154,12.0,12.0,2292.5,287.53846153846155,2259.0384615384614,607.6923076923077,9,23,17,6,23,27,37,36,23,22,2
PRV57156,False,75.33488372093024,1.3348837209302327,0.0,2.7906976744186047,328.2325581395349,2.0930232558139537,11.683720930232559,11.64186046511628,2556.093023255814,298.04651162790697,2568.6976744186045,670.5581395348837,75,116,62,28,44,86,137,166,46,68,13
PRV57157,False,71.42307692307692,1.185897435897436,0.08974358974358974,3.4294871794871793,1220.8974358974358,106.12903225806451,11.846153846153847,11.923076923076923,4828.205128205128,492.9230769230769,1820.128205128205,471.4102564102564,47,88,57,21,52,74,98,113,36,58,10
PRV57158,True,73.94464944649447,1.4649446494464944,0.08118081180811808,3.4797047970479706,1518.8560885608856,117.04444444444445,11.822878228782288,11.92250922509225,6268.413284132841,456.64944649446494,2435.3874538745386,800.2214022140222,78,149,91,28,65,106,165,190,71,70,24
PRV57159,False,75.50438596491227,1.144736842105263,0.0,2.6096491228070176,273.2894736842105,5.394736842105263,11.894736842105264,11.973684210526315,3840.6140350877195,352.63157894736844,1678.9473684210527,521.0526315789474,86,127,87,28,45,117,154,171,60,57,17
PRV57160,False,76.7128712871287,1.3762376237623761,0.0,3.0495049504950495,363.86138613861385,2.4752475247524752,11.881188118811881,11.881188118811881,3059.207920792079,348.9504950495049,2319.009900990099,578.8118811881188,37,60,35,10,32,40,70,75,28,27,8
PRV57161,False,77.33333333333333,1.1666666666666667,0.0,2.8333333333333335,246.66666666666666,0.0,12.0,12.0,5340.0,712.0,1076.6666666666667,520.0,2,1,3,0,0,2,4,3,0,0,1
PRV57162,True,69.10576923076923,1.4615384615384615,0.08653846153846154,3.25,1881.5384615384614,65.12621359223301,11.884615384615385,12.0,7347.596153846154,421.03846153846155,3085.3846153846152,750.6730769230769,49,53,46,2,17,25,72,69,27,27,13
PRV57165,False,76.27027027027027,1.3513513513513513,0.02702702702702703,3.135135135135135,1073.5135135135135,63.22222222222222,12.0,11.837837837837839,7735.675675675676,677.4054054054054,1725.1351351351352,505.4054054054054,19,23,18,7,13,16,28,26,11,20,7
PRV57166,True,73.27814569536424,1.4768211920529801,0.152317880794702,4.198675496688741,1951.6556291390727,206.90066225165563,11.841059602649006,11.993377483443709,7612.119205298013,820.4503311258278,2422.4503311258277,611.3245033112582,50,90,72,19,48,65,107,117,52,42,14
PRV57167,True,73.99159663865547,1.2983193277310925,0.0,2.7521008403361344,273.52941176470586,2.0168067226890756,11.899159663865547,11.928571428571429,2571.5126050420167,336.8067226890756,2595.714285714286,901.5966386554621,106,138,98,31,76,105,181,178,87,78,42
PRV57168,False,72.64,1.32,0.0,2.9466666666666668,495.2,1.0666666666666667,12.0,12.0,5796.533333333334,412.96,3252.8,812.6666666666666,31,46,34,9,32,37,57,57,24,20,10
PRV57169,False,71.74193548387096,1.5806451612903225,0.4838709677419355,6.290322580645161,5221.935483870968,585.6774193548387,11.612903225806452,12.0,11191.290322580646,1240.258064516129,3030.3225806451615,792.258064516129,16,21,16,6,10,15,23,28,10,9,1
PRV57170,True,75.01554404145078,1.2694300518134716,0.0,2.791018998272884,290.77720207253884,3.3678756476683938,11.7720207253886,11.875647668393782,3837.7029360967185,449.95509499136443,2437.944732297064,663.3851468048359,235,353,225,113,205,263,402,450,176,141,73
PRV57171,False,73.7434554973822,1.1780104712041886,0.005235602094240838,3.287958115183246,286.3350785340314,20.230366492146597,11.93717277486911,12.0,4273.4031413612565,436.14659685863876,2549.3717277486912,797.9057591623036,88,121,96,21,68,110,149,164,89,68,29
PRV57172,True,73.29943181818182,1.4443181818181818,0.03579545454545455,3.1784090909090907,787.5568181818181,54.83570210346788,11.956818181818182,11.955113636363636,4007.159090909091,401.68863636363636,2217.659090909091,658.1022727272727,647,1035,728,244,516,675,1203,1320,521,558,114
PRV57173,True,74.27428571428571,1.416326530612245,0.052244897959183675,3.270204081632653,1082.7836734693878,85.12254901960785,11.892244897959184,11.940408163265307,5042.220408163265,538.334693877551,2095.991836734694,621.4612244897959,510,741,494,199,407,530,884,949,401,386,120
PRV57174,False,73.57407407407408,1.4074074074074074,0.1111111111111111,4.148148148148148,1776.4814814814815,237.88888888888889,11.777777777777779,12.0,3665.0,645.8518518518518,1988.148148148148,642.9629629629629,21,34,20,11,19,23,42,41,14,20,5
PRV57175,False,73.34615384615384,1.4230769230769231,0.0,3.08974358974359,417.94871794871796,2.948717948717949,11.846153846153847,12.0,3562.948717948718,368.8205128205128,2758.846153846154,715.7692307692307,25,51,33,11,26,33,53,62,25,25,5
PRV57176,False,71.1526717557252,1.4427480916030535,0.022900763358778626,3.3282442748091605,469.618320610687,35.66412213740458,12.0,12.0,4303.81679389313,483.4503816793893,2072.5954198473282,641.1450381679389,50,73,42,14,35,49,86,92,35,51,14
